JUNGLESCOUT WEBAPP CSV EXPORT 
Report Generated at: Thu May 14 2020 12:11:54 GMT-0700 (Pacific Daylight Time)
ASIN ,Product Name ,Brand ,Category ,Est. Monthly Revenue ,Est. Monthly Sales ,Price ,Fees ,Net ,Rank ,Reviews ,LQS ,Sellers ,Buy Box Owner ,Rating ,Dimensions ,Product Tier ,Weight
"B01HX3OOXK" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$136,874.40" ,"1,712" ,"$79.95" ,"$19.74" ,"$60.21" ,"2,699" ,"6136" ,"3" ,"1" ,"Available from these sellers." ,"4.8" ,"19.40" x 11.10" x 1.40"" ,"Oversize (Small)" ,"1 lbs"
"B01A0H7OT2" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$136,794.45" ,"1,711" ,"$79.95" ,"$19.76" ,"$60.19" ,"2,699" ,"6136" ,"4" ,"1" ,"Available from these sellers." ,"4.8" ,"2.10" x 10.40" x 20.20"" ,"Oversize (Small)" ,"1.0494 lbs"
"B017RV62P6" ,"ProTeam Backpack Vacuums  Super CoachVac Commercial Backpack Vacuum Cleaner with HEPA Media Filtration and Telescoping Wand Tool Kit  10 Quart  Corded" ,"ProTeam" ,"Industrial & Scientific" ,"$136,235.04" ,"348" ,"$391.48" ,"N.A." ,"N.A." ,"3,015" ,"392" ,"5" ,"1" ,"easy-to-open packaging" ,"4.5" ,"N.A." ,"N.A." ,"N.A."
"B00ZFXWL7M" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$136,074.90" ,"1,702" ,"$79.95" ,"$19.65" ,"$60.30" ,"2,699" ,"6136" ,"4" ,"1" ,"Available from these sellers." ,"4.8" ,"21.40" x 4.20" x 1.90"" ,"Oversize (Small)" ,"0.75 lbs"
"B00USMGVQM" ,"Husqvarna 965877502 350BT 2-Cycle Gas Backpack Blower  Orange" ,"Husqvarna" ,"Patio, Lawn & Garden" ,"$134,619.60" ,"408" ,"$329.95" ,"N.A." ,"N.A." ,"11,349" ,"1197" ,"4" ,"10" ,"Amazon.com" ,"4.5" ,"N.A." ,"N.A." ,"N.A."
"B00GM4YAAY" ,"ProTeam Commercial Backpack Vacuum  Super CoachVac Vacuum Backpack with HEPA Media Filtration and Xover Multi-Surface 2-Piece Wand Tool Kit  10 quart  Corded" ,"ProTeam" ,"Industrial & Scientific" ,"$133,671.60" ,"360" ,"$371.31" ,"$60.97" ,"$310.34" ,"3,038" ,"392" ,"4" ,"1" ,"Amazon.com" ,"4.5" ,"32.10" x 13.50" x 12.90"" ,"Oversize (Small)" ,"23.8 lbs"
"B005FPUHEE" ,"Chapin International 61500 Backpack Sprayer for Fertilizer  4 gal" ,"Chapin International" ,"Patio, Lawn & Garden" ,"$133,284.06" ,"2,163" ,"$61.62" ,"$20.79" ,"$40.83" ,"6,731" ,"756" ,"3" ,"11" ,"Lighting Sales LLC" ,"4.4" ,"10.00" x 17.50" x 18.50"" ,"Oversize (Small)" ,"11.0011 lbs"
"B07CHXS9HZ" ,"Chapin International 61500 Backpack Sprayer for Fertilizer  4 gal" ,"Chapin International" ,"Patio, Lawn & Garden" ,"$130,673.34" ,"2,466" ,"$52.99" ,"N.A." ,"N.A." ,"2,470" ,"754" ,"4" ,"9" ,"Amazon.com" ,"4.4" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B08116SLHV" ,"Diaper Bag Backpack  Mokaloo Large Baby Bag  Multi-functional Travel Back Pack  Waterproof Maternity Nappy Bag Changing Bags with Insulated Pockets Stroller Straps and Built-in USB Charging Port  Dark" ,"Mokaloo" ,"Baby" ,"$129,689.76" ,"3,252" ,"$39.88" ,"$10.69" ,"$29.19" ,"4,906" ,"1940" ,"4" ,"1" ,"MokalooDirect" ,"4.7" ,"4.50" x 9.40" x 12.70"" ,"Standard (Large)" ,"1.6006 lbs"
"B07CJZZ38R" ,"Chapin International 61500 Backpack Sprayer for Fertilizer  4 gal" ,"Chapin International" ,"Patio, Lawn & Garden" ,"$129,083.64" ,"2,436" ,"$52.99" ,"N.A." ,"N.A." ,"2,298" ,"754" ,"4" ,"10" ,"Amazon.com" ,"4.4" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B07SV56SNN" ,"Tommy Bahama 2019 2 Backpack Beach Chairs with Storage Pouch and Towel Bar" ,"Tommy Bahama" ,"Sports & Outdoors" ,"$128,690.10" ,"990" ,"$129.99" ,"N.A." ,"N.A." ,"4,429" ,"53" ,"3" ,"1" ,"The Gristmill Market" ,"4.3" ,"N.A." ,"N.A." ,"N.A."
"B07GDF35G6" ,"FunWater Inflatable Stand Up Paddle Boards 11'×33"×6" Ultra-Light (17.6lbs) SUP for All Skill Levels Everything Included with 10L Dry Bags  Board  Travel Backpack  Adj Paddle  Pump  Leash  Repair Kit" ,"FunWater" ,"Sports & Outdoors" ,"$128,678.55" ,"429" ,"$299.95" ,"$63.48" ,"$236.47" ,"16,246" ,"139" ,"6" ,"1" ,"Sparkle SUP Paddle Board" ,"4.5" ,"7.70" x 16.00" x 35.00"" ,"Oversize (Small)" ,"29.2509 lbs"
"B07DHFC86P" ,"Kah&Kee Polyester Travel Backpack Functional Anti-theft School Laptop for Women Men (Light GreyPink  Large)" ,"Kah&Kee" ,"Clothing, Shoes & Jewelry" ,"$128,001.20" ,"3,880" ,"$32.99" ,"$9.66" ,"$23.33" ,"525,022" ,"634" ,"6" ,"1" ,"Kah&Kee" ,"4.6" ,"2.56" x 12.56" x 15.79"" ,"Standard (Large)" ,"1.9709 lbs"
"B08561XWM5" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$127,277.28" ,"1,872" ,"$67.99" ,"$21.06" ,"$46.93" ,"1,128" ,"4" ,"3" ,"1" ,"VM Express" ,"4" ,"4.20" x 25.80" x 29.80"" ,"Oversize (Small)" ,"9.2 lbs"
"B01FZ2JL2K" ,"Poulan Pro PR48BT  48cc 2-Cycle Gas 475 CFM 200 MPH Backpack Leaf Blower" ,"Poulan Pro" ,"Patio, Lawn & Garden" ,"$126,938.49" ,"651" ,"$194.99" ,"$45.87" ,"$149.12" ,"6,914" ,"1052" ,"3" ,"7" ,"easy-to-open packaging" ,"4.3" ,"14.70" x 18.40" x 18.80"" ,"Oversize (Small)" ,"24.3501 lbs"
"0890514216" ,"Timothy: Backpack Book" ,"Darrell Wiskur (Author)" ,"Books" ,"$126,373.66" ,"14" ,"$9,026.69" ,"$1,358.99" ,"$7,667.70" ,"17,066,873" ,"2" ,"2" ,"1" ,"Darrell Wiskur" ,"4" ,"4.80" x 3.50" x 2.00"" ,"Standard (Large)" ,"0.2 lbs"
"B085G54N77" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$125,400.00" ,"2,280" ,"$55.00" ,"N.A." ,"N.A." ,"1,459" ,"6347" ,"3" ,"1" ,"KAVU Brand" ,"4.8" ,"0.65" x 8.00" x 17.00"" ,"N.A." ,"1 lbs"
"B085FYQ1TP" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$125,400.00" ,"2,280" ,"$55.00" ,"N.A." ,"N.A." ,"1,459" ,"6347" ,"3" ,"1" ,"KAVU Brand" ,"4.8" ,"0.65" x 8.00" x 17.00"" ,"N.A." ,"1 lbs"
"B07YH3S9WQ" ,"Tommy Bahama 5-Position Classic Lay Flat Folding Backpack Beach Chair" ,"Tommy Bahama" ,"Sports & Outdoors" ,"$125,079.15" ,"2,085" ,"$59.99" ,"$20.55" ,"$39.44" ,"1,068" ,"7" ,"4" ,"1" ,"Amazon.com" ,"3.4" ,"25.98" x 4.92" x 29.92"" ,"Oversize (Small)" ,"11 lbs"
"B07GYXYWQF" ,"TELMU Telescope  70mm Aperture 400mm AZ Mount Astronomical Refracting Telescope Adjustable(17.7In-35.4In) Portable Travel Telescopes with Backpack  Phone Adapter" ,"TELMU" ,"Camera & Photo" ,"$124,816.13" ,"1,387" ,"$89.99" ,"$16.66" ,"$73.33" ,"29" ,"569" ,"7" ,"2" ,"Tekvilla" ,"4.2" ,"6.25" x 11.50" x 18.60"" ,"Oversize (Small)" ,"5.5005 lbs"
"B07MWJ9B96" ,"Timbuk2 Command Backpack  Black" ,"Timbuk2" ,"Sports & Outdoors" ,"$124,704.00" ,"960" ,"$129.90" ,"N.A." ,"N.A." ,"4,634" ,"205" ,"2" ,"2" ,"Greatprice$$$" ,"4" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B07PLXK7WL" ,"Aqua Plus 10ft6inx33inx6in Inflatable SUP for All Skill Levels Stand Up Paddle Board Boat  Adjustable Paddle Double Action Pump ISUP Travel Backpack  Leash  Shoulder Strap  TPU Waterproof Bag" ,"Aqua Plus" ,"Sports & Outdoors" ,"$123,655.42" ,"458" ,"$269.99" ,"$59.40" ,"$210.59" ,"6,083" ,"70" ,"4" ,"1" ,"Aqua Plus Marina" ,"4.5" ,"8.70" x 18.40" x 33.90"" ,"Oversize (Small)" ,"30.351 lbs"
"B01ID88JLW" ,"Greenworks 80V 145MPH - 580CFM Cordless Backpack Leaf Blower  2.5Ah Battery and Charger Included BPB80L2510" ,"Greenworks" ,"Patio, Lawn & Garden" ,"$122,472.00" ,"378" ,"$324.00" ,"$62.98" ,"$261.02" ,"20,151" ,"293" ,"4" ,"1" ,"Amazon.com" ,"4.2" ,"22.72" x 18.11" x 8.50"" ,"Oversize (Small)" ,"18.45 lbs"
"B07CSMWF2W" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$122,327.80" ,"3,220" ,"$37.99" ,"$11.00" ,"$26.99" ,"791" ,"577" ,"5" ,"1" ,"PANS" ,"4.6" ,"5.67" x 10.51" x 16.85"" ,"Standard (Large)" ,"3.5693 lbs"
"B07KJYJ8SK" ,"TELMU Telescope  70mm Aperture 400mm AZ Mount Astronomical Refracting Telescope Adjustable(17.7In-35.4In) Portable Travel Telescopes with Backpack  Phone Adapter" ,"TELMU" ,"Camera & Photo" ,"$122,026.44" ,"1,356" ,"$89.99" ,"N.A." ,"N.A." ,"47" ,"566" ,"6" ,"2" ,"Tekvilla" ,"4.2" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B07C3KYQ44" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$121,378.05" ,"3,195" ,"$37.99" ,"$10.79" ,"$27.20" ,"763" ,"1251" ,"5" ,"1" ,"PANS" ,"4.6" ,"15.00" x 10.00" x 4.00"" ,"Standard (Large)" ,"3 lbs"
"B07CT8SLN2" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$121,074.13" ,"3,187" ,"$37.99" ,"$10.93" ,"$27.06" ,"763" ,"1251" ,"5" ,"1" ,"PANS" ,"4.6" ,"5.16" x 11.34" x 16.42"" ,"Standard (Large)" ,"3.3709 lbs"
"B077XWDF1D" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$121,036.14" ,"3,186" ,"$37.99" ,"$11.02" ,"$26.97" ,"848" ,"1245" ,"5" ,"1" ,"PANS" ,"4.6" ,"13.00" x 11.00" x 3.00"" ,"Standard (Large)" ,"3.6 lbs"
"B07R3XVS5D" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$120,808.20" ,"3,180" ,"$37.99" ,"$10.94" ,"$27.05" ,"883" ,"1233" ,"5" ,"1" ,"PANS" ,"4.6" ,"4.40" x 12.30" x 17.60"" ,"Standard (Large)" ,"3.3995 lbs"
"B07DNPK2KH" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$120,770.21" ,"3,179" ,"$37.99" ,"$10.99" ,"$27.00" ,"791" ,"1251" ,"5" ,"2" ,"PANS" ,"4.6" ,"5.04" x 11.02" x 16.14"" ,"Standard (Large)" ,"3.5428 lbs"
"B07C3LYSTH" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$120,466.29" ,"3,171" ,"$37.99" ,"$14.43" ,"$23.56" ,"791" ,"1251" ,"5" ,"2" ,"PANS" ,"4.6" ,"24.06" x 16.22" x 3.90"" ,"Oversize (Small)" ,"3.58 lbs"
"B07BPDDGG1" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$120,238.35" ,"3,165" ,"$37.99" ,"$10.71" ,"$27.28" ,"820" ,"1245" ,"7" ,"1" ,"PANS" ,"4.6" ,"15.00" x 10.00" x 4.00"" ,"Standard (Large)" ,"2.8 lbs"
"B07C814RC4" ,"Field King 190515 Professionals Battery Powered Backpack Sprayer  4 gal" ,"Field King" ,"Patio, Lawn & Garden" ,"$120,086.25" ,"775" ,"$154.95" ,"$36.48" ,"$118.47" ,"5,279" ,"151" ,"3" ,"2" ,"Amazon.com" ,"4" ,"23.00" x 15.50" x 10.50"" ,"Oversize (Small)" ,"15.43 lbs"
"B01MZIZDLD" ,"DJI Mavic 2 Pro Drone Quadcopter with Fly More Combo  Waterproof Hard Case and Backpack  Hasselblad Camera  3 Batteries  ND Filters  Tablet Mount  128GB SD Card  Landing Pad  VR Goggles Bundle Kit" ,"DJI" ,"Toys & Games" ,"$119,999.40" ,"60" ,"$1,999.99" ,"N.A." ,"N.A." ,"118,364" ,"102" ,"5" ,"1" ,"Koozam - Same Day Shipping" ,"4.3" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B07X6H514F" ,"Field King Max 190348 Backpack Sprayer for Professionals Applying Herbicides (5)" ,"Field King" ,"Patio, Lawn & Garden" ,"$119,925.00" ,"150" ,"$799.50" ,"N.A." ,"N.A." ,"26,660" ,"393" ,"3" ,"1" ,"ONE 21 PRODUCTS" ,"4.5" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B07C3MKF3B" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$119,212.62" ,"3,138" ,"$37.99" ,"$10.79" ,"$27.20" ,"791" ,"1251" ,"5" ,"2" ,"PANS" ,"4.6" ,"15.00" x 10.00" x 4.00"" ,"Standard (Large)" ,"3 lbs"
"B07C3VSTHH" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$119,098.65" ,"3,135" ,"$37.99" ,"$10.79" ,"$27.20" ,"791" ,"1251" ,"5" ,"2" ,"PANS" ,"4.6" ,"15.00" x 10.00" x 4.00"" ,"Standard (Large)" ,"3 lbs"
"B07C3RB1H2" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$119,098.65" ,"3,135" ,"$37.99" ,"$10.79" ,"$27.20" ,"791" ,"1251" ,"5" ,"1" ,"PANS" ,"4.6" ,"15.00" x 10.00" x 4.00"" ,"Standard (Large)" ,"3 lbs"
"B01M0XJYVO" ,"Spikeball Pro Kit (Tournament Edition) - Includes Upgraded Stronger Playing Net  New Balls Designed to Add Spin  Portable Ball Pump Gauge  Backpack - As Seen on Shark Tank TV" ,"Spikeball" ,"Sports & Outdoors" ,"$119,088.09" ,"1,191" ,"$99.99" ,"$24.91" ,"$75.08" ,"2,741" ,"599" ,"7" ,"1" ,"Spikeball" ,"4.6" ,"6.30" x 9.61" x 22.99"" ,"Oversize (Small)" ,"6.6998 lbs"
"B07C3CSYY5" ,"Quik Shade Go Hybrid Sun Protection Pop-Up Compact and Lightweight Base Slant Leg Backpack Canopy" ,"Quik Shade" ,"Patio, Lawn & Garden" ,"$117,608.10" ,"1,410" ,"$83.41" ,"$25.54" ,"$57.87" ,"1,898" ,"1187" ,"4" ,"11" ,"Amazon.com" ,"3.8" ,"7.20" x 7.30" x 27.60"" ,"Oversize (Small)" ,"14.89 lbs"
"B07GDCS123" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$117,161.16" ,"3,084" ,"$37.99" ,"$10.93" ,"$27.06" ,"881" ,"1232" ,"5" ,"1" ,"PANS" ,"4.6" ,"4.84" x 11.22" x 16.77"" ,"Standard (Large)" ,"3.3819 lbs"
"B07TWLBL46" ,"streakboard Inflatable Stand Up Paddle Board Surfing SUP Boards  No Slip Deck 6 Inches Thick ISUP Boards with Free SUP Accessories & Backpack  Leash  Paddle and Hand Pump  for All Levels" ,"streakboard" ,"Sports & Outdoors" ,"$117,115.20" ,"480" ,"$243.99" ,"N.A." ,"N.A." ,"5,924" ,"32" ,"5" ,"1" ,"Streakboard" ,"4.8" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B07S8P76DF" ,"SOLDIERKNIFE Durable Waterproof Anti Theft Laptop Backpack Travel Backpacks Bookbag with usb Charging Port for Women & Men School College Students Backpack Fits 15.6 Inch Laptop Royal Blue" ,"SOLDIERKNIFE" ,"Laptop Backpacks" ,"N.A." ,"N.A." ,"$28.99" ,"$9.06" ,"$19.93" ,"N.A." ,"1439" ,"5" ,"1" ,"TUBU" ,"4.7" ,"2.50" x 9.00" x 13.25"" ,"Standard (Large)" ,"1.6799 lbs"
"B07D274DNY" ,"PANS Backpack Large Military Expandable Travel Backpack Tactical Waterproof Hiking Backpack for Men" ,"Feeke" ,"Sports & Outdoors" ,"$116,021.46" ,"3,054" ,"$37.99" ,"$10.71" ,"$27.28" ,"836" ,"1233" ,"5" ,"1" ,"PANS" ,"4.6" ,"13.00" x 11.00" x 3.00"" ,"Standard (Large)" ,"2.8 lbs"
"B085FRLV55" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$115,500.00" ,"2,100" ,"$55.00" ,"$11.44" ,"$43.56" ,"1,644" ,"6344" ,"3" ,"1" ,"KAVU Brand" ,"4.8" ,"0.65" x 8.00" x 17.00"" ,"Standard (Large)" ,"1 lbs"
"B07CC3D22M" ,"Quik Shade Go Hybrid Sun Protection Pop-Up Compact and Lightweight Base Slant Leg Backpack Canopy" ,"Quik Shade" ,"Patio, Lawn & Garden" ,"$115,185.60" ,"1,440" ,"$79.99" ,"$25.03" ,"$54.96" ,"1,577" ,"1186" ,"4" ,"10" ,"Amazon.com" ,"3.8" ,"7.20" x 7.30" x 27.60"" ,"Oversize (Small)" ,"14.89 lbs"
"B081GYDCTQ" ,"Chapin 61502 4-Gallon Backpack Sprayer with Bonus Foam Nozzle  Translucent White" ,"Chapin International" ,"Patio, Lawn & Garden" ,"$114,460.92" ,"1,908" ,"$59.99" ,"$20.21" ,"$39.78" ,"6,731" ,"756" ,"3" ,"2" ,"Amazon.com" ,"4.4" ,"17.50" x 10.00" x 18.50"" ,"Oversize (Small)" ,"10.1 lbs"
"B07Q7D1G54" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$113,187.36" ,"2,288" ,"$49.47" ,"$18.59" ,"$30.88" ,"1,161" ,"473" ,"3" ,"1" ,"Prime Rocket" ,"4.4" ,"4.25" x 25.50" x 29.50"" ,"Oversize (Small)" ,"10.0002 lbs"
"B07TXPBKWW" ,"streakboard Inflatable Stand Up Paddle Board Surfing SUP Boards  No Slip Deck 6 Inches Thick ISUP Boards with Free SUP Accessories & Backpack  Leash  Paddle and Hand Pump  for All Levels" ,"streakboard" ,"Sports & Outdoors" ,"$110,745.57" ,"443" ,"$249.99" ,"N.A." ,"N.A." ,"5,774" ,"30" ,"5" ,"1" ,"Streakboard" ,"4.8" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B00YI1F92Q" ,"Atoll 11' Foot Inflatable Stand Up Paddle Board (6 Inches Thick  32 inches Wide) ISUP  Bravo Hand Pump and 3 Piece Paddle  Travel Backpack and Accessories New Leash Included" ,"Atoll" ,"Sports & Outdoors" ,"$110,598.42" ,"158" ,"$699.99" ,"$128.96" ,"$571.03" ,"22,200" ,"775" ,"7" ,"1" ,"Super Wholesale" ,"4.9" ,"36.70" x 18.90" x 12.30"" ,"Oversize (Small)" ,"43.65 lbs"
"B07MZC33BR" ,"Atoll 11' Foot Inflatable Stand Up Paddle Board (6 Inches Thick  32 inches Wide) ISUP  Bravo Hand Pump and 3 Piece Paddle  Travel Backpack and Accessories New Leash Included" ,"Atoll" ,"Sports & Outdoors" ,"$108,834.39" ,"161" ,"$675.99" ,"$122.45" ,"$553.54" ,"22,200" ,"775" ,"7" ,"1" ,"Super Wholesale" ,"4.9" ,"12.00" x 18.00" x 36.00"" ,"Oversize (Small)" ,"35.9993 lbs"
"B075RJK1MQ" ,"Atoll 11' Foot Inflatable Stand Up Paddle Board (6 Inches Thick  32 inches Wide) ISUP  Bravo Hand Pump and 3 Piece Paddle  Travel Backpack and Accessories New Leash Included" ,"Atoll" ,"Sports & Outdoors" ,"$108,158.40" ,"160" ,"$675.99" ,"$122.64" ,"$553.35" ,"35,252" ,"775" ,"7" ,"1" ,"Super Wholesale" ,"4.9" ,"12.00" x 18.70" x 37.50"" ,"Oversize (Small)" ,"36.4997 lbs"
"B07FDTCPDY" ,"Atoll 11' Foot Inflatable Stand Up Paddle Board (6 Inches Thick  32 inches Wide) ISUP  Bravo Hand Pump and 3 Piece Paddle  Travel Backpack and Accessories New Leash Included" ,"Atoll" ,"Sports & Outdoors" ,"$108,158.40" ,"160" ,"$675.99" ,"$123.21" ,"$552.78" ,"35,252" ,"775" ,"7" ,"1" ,"Super Wholesale" ,"4.9" ,"38.00" x 12.00" x 18.00"" ,"Oversize (Small)" ,"38 lbs"
"B01N7JFATK" ,"ProTeam Backpack Vacuums  Super CoachVac Commercial Backpack Vacuum Cleaner with HEPA Media Filtration and Telescoping Wand Tool Kit  10 Quart  Corded" ,"ProTeam" ,"Industrial & Scientific" ,"$108,048.48" ,"276" ,"$391.48" ,"N.A." ,"N.A." ,"4,616" ,"392" ,"5" ,"1" ,"easy-to-open packaging" ,"4.5" ,"N.A." ,"N.A." ,"N.A."
"B07FF3W4HR" ,"Atoll 11' Foot Inflatable Stand Up Paddle Board (6 Inches Thick  32 inches Wide) ISUP  Bravo Hand Pump and 3 Piece Paddle  Travel Backpack and Accessories New Leash Included" ,"Atoll" ,"Sports & Outdoors" ,"$106,806.42" ,"158" ,"$675.99" ,"$122.75" ,"$553.24" ,"35,252" ,"775" ,"7" ,"1" ,"Super Wholesale" ,"4.9" ,"14.17" x 18.43" x 37.00"" ,"Oversize (Small)" ,"36.7996 lbs"
"B07GH89F6L" ,"Life is Good Beach Chair with Cooler  Backpack Straps  Storage Pouch and Cup Holder (Daisy Yellow)" ,"Life is Good" ,"Sports & Outdoors" ,"$106,650.00" ,"1,350" ,"$79.00" ,"$22.68" ,"$56.32" ,"3,342" ,"182" ,"4" ,"1" ,"Winston Furniture Company" ,"4.3" ,"5.00" x 29.60" x 28.80"" ,"Oversize (Small)" ,"9.1 lbs"
"B07WSCPC76" ,"Ready America 70280 Emergency Kit  2-Person  3-Day Backpack (Thrее Расk)" ,"Ready America" ,"Health & Household" ,"$105,994.70" ,"530" ,"$199.99" ,"N.A." ,"N.A." ,"664,256" ,"1" ,"3" ,"1" ,""The 3:16"" ,"5" ,"0.00" x 0.00" x 0.00"" ,"N.A." ,"0 lbs"
"B01MG24G9A" ,"ProTeam Commercial Backpack Vacuum  Super CoachVac Vacuum Backpack with HEPA Media Filtration and Xover Multi-Surface 2-Piece Wand Tool Kit  10 quart  Corded" ,"ProTeam" ,"Industrial & Scientific" ,"$105,823.35" ,"285" ,"$371.31" ,"N.A." ,"N.A." ,"4,624" ,"391" ,"5" ,"1" ,"Amazon.com" ,"4.5" ,"N.A." ,"N.A." ,"N.A."
"B07F2YJRN2" ,"Laptop Backpack Business Travel Anti Theft Slim Durable Laptops Backpack with USB Charging Port Water Resistant College School Computer Bag for Women & Men Fits 15.6 Inch Laptop and Notebook - Black" ,"Volher" ,"Laptop Backpacks" ,"$105,087.15" ,"3,285" ,"$31.99" ,"$9.55" ,"$22.44" ,"12" ,"3802" ,"7" ,"1" ,"Yikebox" ,"4.6" ,"4.00" x 9.00" x 13.00"" ,"Standard (Large)" ,"2.101 lbs"
"B01CHU8LZG" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$104,679.06" ,"2,094" ,"$49.99" ,"$17.83" ,"$32.16" ,"1,202" ,"65" ,"4" ,"1" ,"Amazon.com" ,"4.4" ,"30.00" x 24.50" x 3.50"" ,"Oversize (Small)" ,"7.8 lbs"
"B07FSFGR4B" ,"Tumi Men's Alpha Bravo Sheppard Deluxe Backpack  Black  One Size" ,"TUMI" ,"Clothing, Shoes & Jewelry" ,"$104,500.00" ,"220" ,"$475.00" ,"$80.86" ,"$394.14" ,"502,100" ,"66" ,"5" ,"5" ,"Zappos" ,"4.6" ,"11.70" x 15.20" x 19.90"" ,"Oversize (Small)" ,"5.8996 lbs"
"B01D3Y5SAG" ,"ProTeam Backpack Vacuums  Super CoachVac Commercial Backpack Vacuum Cleaner with HEPA Media Filtration and Telescoping Wand Tool Kit  10 Quart  Corded" ,"ProTeam" ,"Industrial & Scientific" ,"$103,350.72" ,"264" ,"$391.48" ,"N.A." ,"N.A." ,"4,506" ,"391" ,"5" ,"1" ,"easy-to-open packaging" ,"4.5" ,"N.A." ,"N.A." ,"N.A."
"B07YCRS1QV" ,"KAVU Rope Bag Cotton Shoulder Sling Backpack" ,"KAVU" ,"Sports & Outdoors" ,"$103,196.10" ,"1,878" ,"$54.95" ,"$11.43" ,"$43.52" ,"2,746" ,"3" ,"5" ,"5" ,"BEZRET" ,"4.2" ,"2.99" x 10.31" x 15.35"" ,"Standard (Large)" ,"0.9458 lbs"
"B074KV9TT4" ,"Business Travel Backpack  Matein Laptop Backpack with USB Charging Port for Men Womens Boys Girls  Anti Theft Water Resistant College School Bookbag Computer Backpack Fits 15.6 Inch Laptop Notebook" ,"MATEIN" ,"Electronics" ,"$103,028.88" ,"2,712" ,"$37.99" ,"$10.41" ,"$27.58" ,"16" ,"14258" ,"6" ,"1" ,"YoTwo" ,"4.7" ,"17.30" x 12.20" x 2.25"" ,"Standard (Large)" ,"2 lbs"
"B010M67Q1C" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$102,529.49" ,"2,051" ,"$49.99" ,"$17.85" ,"$32.14" ,"1,129" ,"65" ,"3" ,"1" ,"Amazon.com" ,"4.4" ,"25.10" x 24.70" x 2.70"" ,"Oversize (Small)" ,"7.85 lbs"
"B01H4ENTLG" ,"RIO Beach 4-Position Lace-Up Backpack Folding Beach Chair" ,"RIO Gear" ,"Sports & Outdoors" ,"$102,129.57" ,"2,043" ,"$49.99" ,"$18.50" ,"$31.49" ,"1,021" ,"65" ,"3" ,"1" ,"Amazon.com" ,"4.4" ,"29.29" x 25.20" x 4.88"" ,"Oversize (Small)" ,"9.55 lbs"
